id,name,sanskrit_name,level,type,benefits,duration,double_sided
2077dd4a-1093-11eb-adc1-0242ac120002,Half Pigeon Pose on your Back,Supta Ardha Kapotasana,Easy,Supine,1. Easier variation of half pigeon pose on the back 2. Gently opens up your hips,1,TRUE
2077de12-1093-11eb-adc1-0242ac120002,The Accomplished Pose,Siddhasana,Intermediate,Seated,"1. Sit on the mat or with the back against the wall 2. Place your right heel in front of your pubic bone and your left heel in front of your right heel. Place hands on your knees, close your eyes, lengthen your spine and relax.",1,TRUE
2077ded0-1093-11eb-adc1-0242ac120002,Reclining Spinal Twist,Shava Udarakarshanasana,Easy,Supine,"1. Lie on your back. Bend both knees, place the feet on the floor. Drop both knees to the right and look to your left. Extend hands perpendicular to your body. 2. Reduces tension on the lower back and allows the spine to get back to the neutral position after backward bends. 3. Calming effect on the nervous system and prepares the body well for relaxation.",1,TRUE
2077e10a-1093-11eb-adc1-0242ac120002,Breathing Through the Teeth,Sadanta,Easy,Breathing,1. Bring upper and lower row of teeth and place tongue behind the teeth 2. Open the mouth and inhale through the mouth - cool breath 3. Antara Kumbhaka 4. Close mouth and exhale through the nose 5. Repeat,1,FALSE
2077e1c8-1093-11eb-adc1-0242ac120002,Folding Tongue Breathing,Sitkari,Easy,Breathing,1. Curl tongue upwards touching the tip of the tongue behind the top row of teeth 2. Open mouth and inhale through the mouth 3. Close mouth and do antara kumbhaka 4. Exhale through the nose. 5. Repeat,1,FALSE
2077e286-1093-11eb-adc1-0242ac120002,Restorative forward bend,Yin - Restorative forward bend,Easy,Yin,1. Forward bend in baddhakonasana by curving your spine 2. Relaxes the back while opening up the hips,1,FALSE
2077e344-1093-11eb-adc1-0242ac120002,Square Posture,Yin - Square posture,Easy,Yin,"YIN POSTURE 1. Sit in double pigeon/sukhasana 2. Lean forward from your hips and slide hands foward till you find your edge 3. For deeper stretch, go to your forearms 4. Seated hip stretch",2,TRUE
2077e40c-1093-11eb-adc1-0242ac120002,Dragon Pose,Yin - Dragon Pose,Easy,Yin,"YIN Posture: 1. Variant of the Warrior or lizard post in yang yoga 2. From downward dog, take a step forward with your left foot and let your upper body rest on your thigh. Feel a stretch in the right thigh and the front of the hip. Breathe, hold the pose and relax. Close the eyes.",1,TRUE
2077e4ca-1093-11eb-adc1-0242ac120002,Reclining Leg Stretch 1,Reclining Leg Stretch 1,Easy,Yin,YIN: 1. Lie on back bring right knee to chest 2. Stretch right leg to the sky flex right toes and hold right knee or shin with both hands 3. Bring right feet towards body while keeping leg straight till you feel a stretch 4. Repeat with left leg 5. Full lower body stretch from hamstring to ankle without stretching lower back,2,TRUE
2077e6c8-1093-11eb-adc1-0242ac120002,Reclining leg stretch 2,Reclining leg stretch 2,Easy,Yin,YIN 1. Same as reclining leg stretch 1 except stretch opposite hand palm facing up perpendicular to your body and hold right leg with right hand,2,TRUE
2077e7a4-1093-11eb-adc1-0242ac120002,Breath and Mantra Meditation,Ajapa Japa Meditation,Easy,Meditation,"1. Be seated with eyes closed in a meditative pose. You can choose any comfortable posture, like easy pose, thunderbolt pose, lotus pose etc. If needed you can take the support of the wall as well. Keep your head, neck and back straight, while the hands are placed on the knees, palms facing downwards. Feel completely relaxed, physically and mentally for a few minutes, before starting the practice. 2. Inhale deeply and start by chanting ‘OM’ once with a deep, slow exhalation. Now, bring all your awareness to your breath. Feel the breath moving up and down, in and out, touching various parts of the body. Moving from the nose to the navel and back from the navel to the nose. The breath should be taken softly, that the sound of the breath is inaudible to the practitioner himself. 3. Notice how breathing is an effortless process. Give up all the effort and just experience the complete liberation gained in the process. Softer, longer, gentler and freer, that should be the way to breathe every day. 4. Keep the neck and shoulder in a line, the back straight and consciously prepare for the practice of Ajapa Japa. 5. Now, start breathing with Ujjayi breath. It requires the practitioner to contract the throat muscles as they breath in and release with breathing out. An oceanic wave like sound will come from the throat, signifying the contraction of the throat muscles. This breathing intensifies the calming effect by stimulating & soothing the nervous system. The flow of the breath is experienced from the nostril to the navel and back. 6. As you go deeper into the awareness of breath with Ujjayi breathing technique, chant the mantra ‘So-Ham’ or any mantra that resonates with you. In case of doubt. So-Ham is the best choice but if you have a guru mantra, nothing like it. 7. Now as you inhale, the air descends from the nostrils to the navel chant ‘So’. As you exhale, the air ascends from the navel to the nose, chant ‘Ham’. 8. Chant your guru mantra or personal mantra in a similar manner. Until this step we are consciously chanting the mantrasoham. After chanting for 10 minutes or more, it is time to shift to ajapa. 9. Synchronize the mantra with the breath and listen with awareness to the sound of the mantra, moving from the root chakra to the third eye and vice versa. The fusion of breath and mantra makes your concentration stable, reducing the mind’s tendency to wander. 10. Next, let go of the breath and focus your attention on the sound of the mantra alone. Breathe smoothly and let your awareness settle in the mantra. 11. As the mantra gains momentum, the sound of the mantra will naturally begin to pulse more effortlessly. Feel the vibrations of the mantra manifesting, as it flows subtly through your mind, centering your heart. Stay here for as long as you like. 12. For ending the process, slowly become aware of yourself and your surroundings. Chant Om three times and slowly open your eyes.",1,FALSE
2077e858-1093-11eb-adc1-0242ac120002,Downward Facing Dog Pose,Adho Mukha Svanasana,Easy,Standing,"Enhances hamstring flexibility and hip flexion Stretches Achilles’ tendons Strengthens wrists, ankles, toes and back",1,FALSE
2077e920-1093-11eb-adc1-0242ac120002,Ankle Stretch,Yin - Ankle Stretch,Easy,Yin,1. Sit in Vajrasana. Place hands behind you fingers pointing outwards. Lean into the hands and lift the knees off the floor till you feel a nice stretch in the ankles. 2. Improves flexibility in your ankles. 3. Preparations for squats and kneeling postures.,1,FALSE
2077e9de-1093-11eb-adc1-0242ac120002,Butterfly Stretch,Yin - Butterfly stretch,Easy,Yin,"1. Sit in Badhakonasana. Bring both hands to the floor in front and keep moving hands forward till you feel a nice hip stretch. Hold, relax the head and breathe. 2. Make it harder by trying to bring the forearms to the floor to deepen the stretch. 3. Stretches the inner groin while improving the hip flexibility and stretching the lower back. 4. Good for improving kidney and prostrate functions.",2,FALSE
2077eaa6-1093-11eb-adc1-0242ac120002,Lying Chest Opener,Yin - Lying Chest Opener,Intermediate,Yin,"1. Lie in prone position. Bend hands 90 degrees palm facing down. Lift right elbows off the floor and come to right fingertips. Shift weight to the left side and lift right shoulder and chest off the floor, keeping the knees bent. 2. To make it harder, bring right hand to your back. 3. Make it even harder by straightening the left hand and bringing the right hand and clasping the left.",2,TRUE
2077ec90-1093-11eb-adc1-0242ac120002,Half frog pose,Ardha Bekasana,Intermediate,Prone,1. Lying Quad Stretch. 2. Opens the chest.,1,TRUE
2077ed58-1093-11eb-adc1-0242ac120002,Full Frog Pose,Bekasana,Intermediate,Prone,1. Lying Quad Stretch - Both Legs at the same time. 2. Opens the chest. 3. Massages the abdominal organs.,1,FALSE
2077ee20-1093-11eb-adc1-0242ac120002,Toe Squat,Yin Toe Squat,Easy,Yin,"1. From tabletop, flex your feet and curl  your toes towards your knees. Keeping toes flat on the ground, shift your body back to center your hips over your heel. Keeping your spine straight, place palms on thighs, hold and breathe. 2. Easier variation would be to keep the hands on the ground and hips lifted off your heels. 3. Stretches the toes and soles of your feet.",2,FALSE
2077eede-1093-11eb-adc1-0242ac120002,Neck Release,Yin - Neck Release,Easy,Yin,"YIN Posture 1. In a comfortable seated posture, drop right ear to right shoulder. Place right palm on left ear and stretch left hand straight by the left side. Hold and breathe. 2. Releases the tension on the neck.",1,TRUE
2077ef9c-1093-11eb-adc1-0242ac120002,Body Scan Meditation,Body Scan Meditation,Easy,Meditation,1. Scans and relaxes the entire body. 2. Accompany with A-O-M mantras for increased relaxation.,10,FALSE
2077f05a-1093-11eb-adc1-0242ac120002,Reclining Leg Stretch 3,Reclining Leg Stretch 3,Easy,Yin,YIN 1. Same as reclining leg stretch 1 except stretch opposite hand palm facing up perpendicular to your body - hold right leg with left hand and bring right leg towards left side and look over right shoulder 2. Twisting posture - aids digestion along with stretching lower body  3. Helps with lower back pain,2,TRUE
2077f2a8-1093-11eb-adc1-0242ac120002,IT Band Stretch,Yin - IT Band Stretch,Easy,Yin,1. Stretches from hips to knees - IlioTibial (IT) Band. 2. Lie on your back. Bend your knees and place feet on the ground. Raise right foot over left knee and rest your right ankle just above your left knee. Push right knee away from your body. Rotate hips and lower left thigh and right foot towards the ground on the left side till right foot makes contact with the ground. Grab right ankle with left hand. Hold and breathe. Repeat on the other side. 3.,1,TRUE
caaf41f6-3f1a-4b7a-8e5d-8c8c93744b22,Half Lotus Forward Fold,Ardha Badha Padma Paschimottanasana,Intermediate,Seated,1. Strengthens the muscles around the knees2. Stretches the hips,1,TRUE
